t,H,F,I,unsatisfied_clauses,assignment_entropy
264,0.0058172525651859226,0.19261603725742316,0.9435831814868814,0,0.8099910855322421
265,0.005776875648568295,0.19448165536935744,0.9430065288442814,0,0.8078150257251782
266,0.0057426375870203925,0.19648814429469155,0.942369888124089,0,0.8055336359853739
267,0.005704920424592289,0.19851570215337186,0.9414557497361993,0,0.8032992670957304
268,0.005674675844041752,0.20019558496322684,0.9404829996633775,0,0.801369850190145
269,0.005658167050896389,0.20128423648343244,0.9397478995367271,0,0.8001506207970464
270,0.00565415470512258,0.20225233936892045,0.9393605951807963,0,0.7995421683879692
271,0.005663320336830095,0.20255161790656692,0.9393715208878299,0,0.7994343291111119
272,0.005674319191083239,0.20278090686367556,0.939687265848878,0,0.799343875537725
273,0.005687837499102085,0.2027058414882383,0.939992862460542,0,0.7994608759504332
274,0.005698270182785236,0.20256129021052377,0.9402140153099394,0,0.7994838594384664
275,0.005711113790165852,0.20247204492606605,0.9405373602509426,0,0.7995626745611802
276,0.005721341778999592,0.20211583738902278,0.9408314123038106,0,0.7997808082819963
277,0.00573082701621572,0.20198731812781487,0.9410698858467142,1,0.8000066474698446
278,0.005769256143885019,0.19996251204585716,0.942016623935489,1,0.8021233339979275
279,0.005816162937038004,0.19733154754474594,0.9431773250019827,1,0.8047454903871374
280,0.005856480770279219,0.194693130165594,0.9444790739617557,1,0.8075658536493443
281,0.005896315114497085,0.19171414375637214,0.9458433558912269,0,0.8105659364923893
282,0.005914770194059155,0.18996387706858564,0.9467278355395338,0,0.8121862107069042
283,0.005913963730232826,0.18921341020195148,0.9470774793359438,0,0.8127360814135584
284,0.005909963829120333,0.18897093251510216,0.9472965741688024,0,0.8128339325188588
285,0.005907623357373671,0.18865714067031206,0.9473708870865194,0,0.8129896975696709
286,0.0059019157460247175,0.1886708907497204,0.9472726055305352,0,0.8128325074025451
287,0.005893350079445883,0.18907548241726108,0.9470250319170104,0,0.8124052625999516
288,0.005883451052588544,0.18940157521813153,0.9468861509219773,0,0.8118838728639814
289,0.0058736129404678376,0.18978556309294106,0.9468855882607528,0,0.8113378102667358
290,0.005862113280903517,0.1902051856298672,0.9470178851289228,0,0.8108231103405017
291,0.0058533532018330385,0.19049663997779215,0.9472346262231157,0,0.8105072207707767
292,0.005852526538005428,0.19028068483911095,0.9476910693459473,0,0.8106185269344756
293,0.005853581346215944,0.1900206957152589,0.948133941307703,0,0.8108418085340676
294,0.005851359923924136,0.1898094367723859,0.9485783665492334,0,0.8110707223348812
295,0.005848998102123536,0.18953138158686134,0.9488818377735051,0,0.8114637557263561
296,0.0058457528635210716,0.18930460939912364,0.9493240113353116,0,0.8118584329738077
297,0.0058376346894489835,0.1891816341259465,0.9496309940756248,0,0.8120510622656802
298,0.005833020586305289,0.18892070548744172,0.9500871919196092,0,0.8124101146712353
