sprite_id,kind,component_id,birth_t,death_t,lifetime,peak_intensity,mean_intensity,mean_influence,mean_entropy,signed_motion,spin_displacement,bridge_score,collapse_contribution,classification
111,clause,24,93,97,5,0.14012500766586888,0.1369807503249016,0.6583997503817167,0.90550918530525,-0.0008773350091998422,-0.027519309304594675,0.03640082484220067,0.030505176838476724,hotspot
112,clause,24,130,142,13,0.22456118913432566,0.17405549268128181,0.7896125120073184,0.9387649970056622,0.0031565068432614085,0.013249018400897927,0.06709201582871058,0.04074776627327038,hotspot
113,clause,24,214,220,7,0.15216938826647208,0.14314327487286777,0.7050090164164503,0.9115935926453308,0.004099879985447974,0.008214386295517184,0.03874904686680002,0.031304753747684676,hotspot
114,clause,24,260,263,4,0.1329810299838902,0.13271395073644027,0.6698808672187135,0.8984072054706502,7.509430335339573e-06,0.0019239299483587158,0.023996676143814077,0.03014854425327509,hotspot
115,clause,24,284,300,17,0.1461938546493989,0.14063455543549813,0.6704754769914347,0.9101055969175235,-0.0014752626147193637,-0.005904102342223938,0.07144206208316031,0.03147481337091264,hotspot
116,clause,25,0,10,11,0.050873585558755915,0.0291211396047241,0.2261905981218667,0.5186811728727745,-0.1236632138141742,0.22547181837095365,0.11555850771606932,0.11364105054397566,hotspot
117,clause,25,18,46,29,0.04726322101544335,0.021462914955498815,0.10530267115086976,0.45343874757213876,-0.006405258314450608,-0.09195142205036555,0.12455488795641823,0.015025431320477865,hotspot
118,clause,25,48,65,18,0.014423492536418149,0.013164900696593351,0.06801975500298799,0.36527792811711574,0.0009814265141240355,0.0464135035188748,0.0875241939988145,0.0032484595270577204,hotspot
119,clause,26,42,90,49,0.18898199247973668,0.10296099313589904,0.45816055968653,0.8234582860807508,-0.009651968619932283,0.032674583089126824,0.1320619116605889,0.03211561408600006,standing_wave
120,clause,26,197,202,6,0.041033422552672005,0.039770314463665864,0.15172530012079258,0.6318724891875208,0.0017576106778810774,0.013840258816094353,0.03782930562251759,0.01070748040475439,hotspot
121,clause,27,0,29,30,0.11436707765781798,0.051162990800373655,0.26183248244063,0.6334190966914295,-0.11779506638955799,0.17429600273891124,0.14872327692799073,0.11158341233964232,standing_wave
122,clause,27,66,69,4,0.014622298056707112,0.013814695106820839,0.061316594229867544,0.3761358245110577,-7.73518794948691e-05,-0.007506698289743083,0.024829990891026145,0.003521503178903048,hotspot
123,clause,27,72,85,14,0.029310863473511584,0.02118707258480013,0.0841252826500261,0.4683146117766452,0.004032192742294244,0.02550831153314791,0.06957540303088931,0.00518687348126431,hotspot
